,0,1,2,3,4,5,6,7,8,9
0,1.0,0.9396926207859084,0.766044443118978,0.5000000000000001,0.17364817766693041,-0.1736481776669303,-0.4999999999999998,-0.7660444431189779,-0.9396926207859083,-1.0
1,-7.4122437173011635,-10.34145693138897,-10.87055747729407,-9.849301463290558,-8.135963305987051,-6.543867769037417,-5.781021345393077,-6.3932927631196605,-8.72036169997526,-12.871516492973743
2,88.84428949653079,119.52257797340843,124.20870304954467,106.7666293498843,73.25961889139494,29.773729354845866,-19.246394323499977,-72.15010086627791,-130.7187686369442,-200.3037476640711
3,-1294.2763116413462,-1746.3902042505779,-1887.6548385928304,-1769.7818338209777,-1477.775954291146,-1112.12318285073,-774.646907640663,-560.6959304776852,-558.8340619800193,-858.0097250808126
4,17021.900555126686,22963.34679942207,24432.511493430993,21998.065342946295,16606.396539906877,9343.362542740324,1210.1364550508306,-7063.268494525403,-15160.820401907637,-23290.378086343346
5,-245754.7571964095,-331539.6599320536,-357718.847406301,-332929.34943978104,-271657.5088802469,-191361.92207355594,-109899.73573583622,-43636.48205988058,-6479.519681910918,-9953.710771770846
6,3347401.3559457315,4515864.556172797,4831065.631406694,4403974.778144944,3420582.8915215093,2099825.598183104,653654.4504999717,-746355.1727355361,-1993665.7557911607,-3062775.944848416
7,-47527650.31518081,-64117930.28176535,-69015622.10916455,-63850204.946940534,-51357693.09220225,-34820923.26619235,-17555344.26958625,-2508419.582845628,7984072.657591261,12265561.661405548
8,656265833.5788426,885345824.5818634,949085631.0769733,869433525.1089553,683212118.5616131,434075209.576448,164933936.16316697,-88269496.89389583,-300949654.90025556,-462335022.37018424
9,-9237149224.069363,-12461522573.504236,-13396477723.616215,-12356075205.765217,-9867572103.37763,-6561405626.807098,-3069241210.103221,56985375.099211276,2397063190.027213,3682497210.769959
10,128330061547.52809,173125703613.08997,185758452253.98798,170542165391.901,134716031499.85692,86886564782.09001,35567530125.29666,-12008077385.646105,-50703195315.04016,-77892971732.76924
11,-1798840239168.2197,-2426753936985.429,-2607252573833.133,-2401274492569.104,-1911112696867.841,-1258861923754.639,-566372433937.2205,60796509219.98999,543915037879.2833,835591492953.3625
12,25061839797065.496,33810072218388.06,36292329303723.04,33353141685252.23,26409877514117.777,17149754981224.898,7246568441981.884,-1868637491928.7478,-9162834884201.326,-14076439052730.129
13,-350621477870504.0,-473011462211478.9,-508049526633190.1,-467593601311383.25,-371547521366165.06,-243648079451342.75,-107540075647031.6,16376933857992.832,113040173395457.08,173658385360060.97
14,4891381937087053.0,6598796332581996.0,7084641535800919.0,6513935839626536.0,5163640334377637.0,3363639134028722.0,1441621125341242.5,-321434124456835.4,-1721202788512686.0,-2644204163458575.0
15,-6.837008016066584e+16,-9.22357403337873e+16,-9.905495091410485e+16,-9.113816644993414e+16,-7.236342705203042e+16,-4.73537549738809e+16,-2.071019446333539e+16,3605385695264420.5,2.268153967474566e+16,3.4844599394030844e+16
16,9.543904501048105e+17,1.2875355641832026e+18,1.3824571892212933e+18,1.2713703648176676e+18,1.0083448345299205e+18,6.57799738621887e+17,2.8376447228322646e+17,-5.878457962203545e+16,-3.2973459743505754e+17,-5.065559974647288e+17
17,-1.3334548535175981e+19,-1.7989184059292137e+19,-1.9317975945263555e+19,-1.7771379314264576e+19,-1.4105461206314568e+19,-9.221364841979265e+18,-4.015579423418265e+18,7.406462125705403e+17,4.481820819305709e+18,6.885213845443485e+18
18,1.861927412293458e+20,2.5118626878466336e+20,2.6971597060221554e+20,2.480682674912978e+20,1.9679439360980048e+20,1.2846676611645992e+20,5.558527337951214e+19,-1.1110831639158602e+19,-6.377356287694923e+19,-9.797237234523197e+19
19,-2.600938073239265e+21,-3.508836733609317e+21,-3.767912623554767e+21,-3.4660132586952e+21,-2.750585461766259e+21,-1.7973534118038182e+21,-7.811000825795341e+20,1.4787265443576306e+20,8.794772806116839e+20,1.3511002321058002e+21
20,3.6322225164509453e+22,4.900107357993803e+22,5.2616856320991455e+22,4.839606203292368e+22,3.839725904641249e+22,2.5073497277890235e+22,1.0863996658004844e+22,-2.1349830846944756e+21,-1.2390435896331057e+22,-1.9034853070657626e+22
21,-5.073411720737894e+23,-6.84436649746084e+23,-7.349623542549717e+23,-6.760525395334016e+23,-5.3646594250644754e+23,-3.5047527479174854e+23,-1.52166615988579e+23,2.915404617569111e+22,1.7203231752931932e+23,2.64285285438986e+23
22,7.085484965468772e+24,9.558785800428508e+24,1.026422134360102e+25,9.44105933518175e+24,7.490893398912353e+24,4.892287314583057e+24,2.1211359945333904e+24,-4.135222634231317e+23,-2.4124546622066687e+24,-3.706142416533105e+24
23,-9.896435112407477e+25,-1.3350942650837188e+26,-1.433643113568246e+26,-1.3187117034433988e+26,-1.0463960271262893e+26,-6.835462306801537e+25,-2.9664564290793027e+25,5.715103233099476e+24,3.360114598973205e+25,5.1619885068745375e+25
24,1.382168077436071e+27,1.864635752780459e+27,2.002253862904288e+27,1.8416976274170347e+27,1.461308108021085e+27,9.544425492800038e+26,4.139402147069081e+26,-8.039722443005467e+25,-4.701815232697897e+26,-7.223181078422415e+26
25,-1.9304628730882208e+28,-2.6043215375461984e+28,-2.7965491683351793e+28,-2.572339077486256e+28,-2.0411137940195585e+28,-1.3332720837995822e+28,-5.784946617503615e+27,1.1173873701957562e+27,6.558432600893243e+27,1.0075416391830085e+28
26,2.696183245323236e+29,3.6373287426831656e+29,3.90578696481703e+29,3.5926079261335105e+29,2.8506127185848167e+29,1.86191581450488e+29,8.076236618298866e+28,-1.56585834544251e+28,-9.167999606702374e+28,-1.408437337681569e+29
27,-3.765702352720125e+30,-5.080180446821385e+30,-5.45514633987101e+30,-5.017769864101473e+30,-3.9814968457989994e+30,-2.6006895200024306e+30,-1.1283071535666896e+30,2.181987511199728e+29,1.279697365204061e+30,1.9659398204691018e+30
28,5.259405791294756e+31,7.09528474642578e+31,7.618969397305464e+31,7.0080706670692985e+31,5.560696152113003e+31,3.632096935860311e+31,1.5755599423719692e+31,-3.052275643551023e+30,-1.7880438081976101e+31,-2.74688892769453e+31
29,-7.345669671439317e+32,-9.90979210204944e+32,-1.0641222776850429e+33,-9.788028059074084e+32,-7.76657023615719e+32,-5.0730250494150505e+32,-2.2008294240481735e+32,4.258471737253218e+31,2.4966051084648107e+32,3.835418851499232e+32
30,1.0259433049578342e+34,1.3840650771639637e+34,1.4862199901584788e+34,1.3670543917972365e+34,1.0847197759038178e+34,7.085146380329182e+33,3.073545266867657e+33,-5.952001851544132e+32,-3.4875931251988126e+33,-5.357827865285402e+33
31,-1.4329043611853947e+35,-1.933082340562818e+35,-2.0757603739895293e+35,-1.909328161824407e+35,-1.5150044743735658e+35,-9.895770110561693e+34,-4.292990272244064e+34,8.308837717094496e+33,4.8703740098931335e+34,7.482130124648554e+34
32,2.0012888082697934e+36,2.699870388022222e+36,2.8991426894580153e+36,2.666689788976906e+36,2.1159468803252588e+36,1.382093517788162e+36,5.9956242803502506e+35,-1.1608624105276643e+35,-6.802899048905792e+35,-1.0450978878699684e+36
33,-2.7951376697701516e+37,-3.7708247774503737e+37,-4.049143385688641e+37,-3.7244862314330716e+37,-2.955285000016889e+37,-1.9303412696867764e+37,-8.374139175988236e+36,1.6209633901607215e+36,9.500812191401321e+36,1.459565794362307e+37
34,3.903876253269084e+38,5.266586137468395e+38,5.6553033808410674e+38,5.2018630369711145e+38,4.127541121783042e+38,2.696030062977255e+38,1.169565629577484e+38,-2.264305340992754e+37,-1.3270027485457817e+38,-2.038612890964339e+38
35,-5.452419845804829e+39,-7.355673416012345e+39,-7.898583521442746e+39,-7.265280139997349e+39,-5.764812709551749e+39,-3.76547252418595e+39,-1.6335167453270046e+39,3.162140536201778e+38,1.8533293771628182e+39,2.8471841249970724e+39
36,7.615216569178221e+40,1.027342861686995e+41,1.1031692374810811e+41,1.0147176021203375e+41,8.051518554291857e+40,5.259099943340444e+40,2.2814588304324484e+40,-4.4167851505118396e+39,-2.58853526201833e+40,-3.976646890633222e+40
37,-1.0635928707351371e+42,-1.434856820636469e+42,-1.5407611865421702e+42,-1.417223836620559e+42,-1.1245304289599148e+42,-7.345228060681185e+41,-3.186460019708212e+41,6.168470489989077e+40,3.6152758190917184e+41,5.553980877031897e+41
38,1.4854856018353804e+43,2.0040178966953186e+43,2.1519309887375403e+43,1.9793901842974952e+43,1.5705944804097422e+43,1.0258830038250639e+43,4.450406426297842e+42,-8.615599472928563e+41,-5.049384363919585e+42,-7.75713544452022e+42
39,-2.074729893287339e+44,-2.7989472478356323e+44,-3.0055327894186023e+44,-2.7645507979986207e+44,-2.1935993223468285e+44,-1.4328188272802848e+44,-6.21575718122853e+43,1.2032846899393144e+43,7.0522685403181575e+43,1.0834073684165289e+44
40,2.8977080124805073e+45,3.909198924064623e+45,4.1977301698496e+45,3.8611582474697696e+45,3.063728520381608e+45,2.0011705981091945e+45,8.681329598581802e+44,-1.6806157573445876e+44,-9.849716869826144e+44,-1.5131664049061873e+45
41,-4.0471352684666706e+46,-5.459851982633232e+46,-5.862834344328665e+46,-5.392755377129939e+46,-4.279011299440612e+46,-2.7949713753308765e+46,-1.2124949143205779e+46,2.347236025458561e+45,1.3756741715345013e+46,2.1133845449304793e+46
42,5.652502856685085e+47,7.625598573235883e+47,8.188430918405272e+47,7.531886670475763e+47,5.976356085257022e+47,3.903645133879961e+47,1.6934508587176524e+47,-3.27833316663996e+46,-1.921363407836027e+47,-2.9517016567856522e+47
43,-7.894668164253555e+48,-1.0650427220625575e+49,-1.1436517052182075e+49,-1.0519543066769005e+49,-8.346984003957836e+48,-5.4520959630217606e+48,-2.3651895935393166e+48,4.578718613962995e+47,2.683502576932624e+48,4.1225407801648823e+48
44,1.1026227693933694e+50,1.4875107240608185e+50,1.5973013413388264e+50,1.4692305353022222e+50,1.1657962125566646e+50,7.614765247947695e+49,3.3033824008495264e+49,-6.394970544039466e+48,-3.7479647248003615e+49,-5.757824700235747e+49
45,-1.5399975925495472e+51,-2.077558161805061e+51,-2.230899176028565e+51,-2.0520268341229255e+51,-1.6282299443516485e+51,-1.0635297374273516e+51,-4.61372879937743e+50,8.93162741141189e+49,5.234657916665574e+50,8.041762626639206e+50
46,2.150864844668415e+52,2.9016583107656197e+52,3.115824740884347e+52,2.865999510623036e+52,2.2740960746182886e+52,1.4853975197309729e+52,6.443844556933401e+51,-1.2474535533695543e+51,-7.311080611263352e+51,-1.1231674687436944e+52
47,-3.0040434134097366e+53,-4.052652382146719e+53,-4.35177171947736e+53,-4.002848907800099e+53,-3.176156530487273e+53,-2.0746067820853246e+53,-8.999910651711537e+52,1.7422761235902793e+52,1.021114699313506e+53,1.5686912415629193e+53
48,4.195650318386046e+54,5.660208564749743e+54,6.0779788671540176e+54,5.590649643780642e+54,4.436035105707683e+54,2.897536152649549e+54,1.2569883085986465e+54,-2.433382583338958e+53,-1.4261581756870627e+54,-2.1909407834278696e+54
49,-5.859929185638703e+55,-7.90543035010081e+55,-8.488916633676847e+55,-7.808279671083603e+55,-6.195666885519899e+55,-4.046895155765991e+55,-1.7555950526559832e+55,3.3986250396153825e+54,1.9918687536724307e+55,3.060015755653573e+55
50,8.184373660745464e+56,1.104125901261566e+57,1.1856195437291503e+57,1.0905571783040774e+57,8.653287617295918e+56,5.652167576877305e+56,2.4519827513256747e+56,-4.7467514057622457e+55,-2.781978958059191e+56,-4.273825485671438e+56
51,-1.1430850141154751e+58,-1.542096956645893e+58,-1.655916493398151e+58,-1.5231459614835994e+58,-1.2085767141037995e+58,-7.894199815558924e+57,-3.4246051521583696e+57,6.629632653297068e+56,3.885499837860477e+57,5.9691135274456764e+57
52,1.5965098879788292e+59,2.1537969696963573e+59,2.3127650368750217e+59,2.1273287258366273e+59,1.687980025043336e+59,1.1025573637229655e+59,4.7830352163061066e+58,-9.259395145386615e+57,-5.426752258249497e+58,-8.336868270891593e+58
53,-2.2297937541169345e+60,-3.0081386071118417e+60,-3.230164168436336e+60,-2.9711712679398454e+60,-2.357547140908096e+60,-1.5399062358147685e+60,-6.680310769119388e+59,1.2932296437657765e+59,7.579369235976751e+59,1.1643834081559677e+60
54,3.114280857278993e+61,4.2013699531059936e+61,4.51146587708904e+61,4.1497388640845035e+61,3.292709879985191e+61,2.1507372561058292e+61,9.330174019569323e+60,-1.8062121780849593e+60,-1.0585860220776972e+61,-1.6262567000461652e+61
55,-4.349615404794871e+62,-5.867917604977599e+62,-6.301018558631161e+62,-5.7958061332285545e+62,-4.598821455924944e+62,-3.003865208451768e+62,-1.3031152540453385e+62,2.5226780312241775e+61,1.4784928578899937e+62,2.2713401329396437e+62
56,6.0749672334589024e+63,8.19553083695148e+63,8.800428938419876e+63,8.094815074120889e+63,6.423025266751483e+63,4.195401431133682e+63,1.820018943831507e+63,-3.5233429862805436e+62,-2.0649632015492024e+63,-3.1723073721274692e+63
57,-8.48471036191725e+64,-1.1446432999787964e+65,-1.2291274625186745e+65,-1.1305766550676926e+65,-8.9708317686041e+64,-5.859581567278421e+64,-2.541961634408956e+64,4.92093913661594e+63,2.884067335076847e+64,4.430659133253473e+64
58,1.1850320692877864e+66,1.5986862963036554e+66,1.716682595122589e+66,1.5790398679482572e+66,1.2529270745215848e+66,8.183888158739534e+65,3.5502756382238216e+65,-6.872916736791247e+64,-4.028083636779239e+65,-6.18815841701881e+65
59,-1.6550959849875777e+67,-2.232833472479015e+67,-2.3976350888413945e+67,-2.2053939411755144e+67,-1.7499227443218374e+67,-1.1430172051122965e+67,-4.958555228076994e+66,9.599180529609352e+65,5.62589419061533e+66,8.642800802604455e+66
60,2.311619061063614e+68,3.118526334412012e+68,3.3486994247208886e+68,3.0802024279222267e+68,2.4440605303189126e+68,1.596415181819859e+68,6.925453794601544e+67,-1.3406865255492113e+67,-7.857504574550928e+67,-1.2071120526347692e+68
61,-3.228563619383506e+69,-4.35554492475045e+69,-4.677020239659642e+69,-4.302019163477759e+69,-3.413540338525808e+69,-2.229661480624714e+69,-9.672557455551277e+68,1.8724935225186765e+68,1.0974322629594457e+69,1.685934381583617e+69
62,4.5092304435675674e+70,6.083248802995936e+70,6.532242983579347e+70,6.008491102356936e+70,4.76758144760273e+70,3.114096115608106e+70,1.350934832584396e+70,-2.6152511838643226e+69,-1.5327481685461678e+70,-2.3546900550314855e+70
63,-6.297896399363965e+71,-8.496276961731901e+71,-9.123372620015506e+71,-8.391865297887282e+71,-6.658726895678458e+71,-4.3493573816554147e+71,-1.8868070121853368e+71,3.652636781286512e+70,2.1407398194200036e+71,3.288719482196105e+71
64,8.796068320952772e+72,1.1866475389572677e+73,1.274231962454923e+73,1.1720646993710697e+73,9.300028611095956e+72,6.07460686128068e+72,2.6352423621771032e+72,-5.101519729259136e+71,-2.989902107525614e+72,-4.5932481947024964e+72
65,-1.2285184290338058e+74,-1.6573522591951703e+74,-1.779678592324219e+74,-1.6369848785446738e+74,-1.298904933720286e+74,-8.484207041363525e+73,-3.680557823374296e+73,7.125127690635376e+72,4.1758996235048993e+73,6.415241274503297e+73
66,1.7158319778738421e+75,2.314770326371943e+75,2.485619561642167e+75,2.286323864186789e+75,1.8141385337033766e+75,1.18496177216941e+75,5.140516137082282e+74,-9.951435533030028e+73,-5.832344019073563e+74,-8.959960116775847e+74
67,-2.3964470590999768e+76,-3.232964889720571e+76,-3.471584493910626e+76,-3.193234635528045e+76,-2.5337486478761905e+76,-1.6549978032400155e+76,-7.1795927215680156e+75,1.3898848320604084e+75,8.145846359324326e+75,1.2514086661939258e+76
68,3.347040142104696e+77,4.5153775556276125e+77,4.84864984340006e+77,4.4598875938733883e+77,3.5388048328486414e+77,2.3114819338236004e+77,1.0027505072862837e+77,-1.9412072175156258e+76,-1.1377040296049296e+77,-1.747802032359292e+77
69,-4.674702773151146e+78,-6.3064818720230875e+78,-6.771952503305048e+78,-6.2289808361649776e+78,-4.942534317919442e+78,-3.2283720981684893e+78,-1.4005092195834597e+78,2.7112213703529603e+77,1.5889944416745685e+78,2.4410986006007513e+78
70,6.529006253128777e+79,8.808059373136686e+79,9.458167157471706e+79,8.69981618157421e+79,6.903077914017365e+79,4.508962952107566e+79,1.9560459553816306e+79,-3.786675248178863e+78,-2.2192971724183933e+79,-3.4094035069112416e+79
71,-9.118851983118279e+80,-1.2301931805266846e+81,-1.3209916332865668e+81,-1.2150752038587162e+81,-9.641305779999408e+80,-6.297522802659781e+80,-2.73194615658538e+80,5.2887269139454666e+79,3.0996206216698654e+80,4.761803668726225e+80
72,1.2736005797224432e+82,1.7181710491517464e+82,1.8449863130542655e+82,1.697056259828773e+82,1.3465700126956354e+82,8.79554653053993e+81,3.815620886494408e+81,-7.386593922790474e+80,-4.329139926901097e+81,-6.650657258578026e+81
73,-1.7787967604617603e+83,-2.3997139643390924e+83,-2.5768327441187727e+83,-2.370223620629444e+83,-1.8807108087540826e+83,-1.2284455522509285e+83,-5.329154351963958e+82,1.0316616959182777e+82,6.046369796034771e+82,9.288758009915043e+82
74,2.4843879355942125e+84,3.3516029230530893e+84,3.598978997392956e+84,3.310414713270927e+84,2.626727992463478e+84,1.715730193229431e+84,7.443057618028016e+83,-1.4408885421986792e+83,-8.444769244834151e+83,-1.2973308052755814e+84
75,-3.469864321613217e+85,-4.681075461805818e+85,-5.026577628385831e+85,-4.6235492206156335e+85,-3.668666077890308e+85,-2.396304899774953e+85,-1.0395477977721664e+85,2.0124424500047097e+84,1.1794536226364721e+85,1.8119399993980854e+85
76,4.8462473343652094e+86,6.537906781378638e+86,7.020458489056588e+86,6.457561739848006e+86,5.123907321074276e+86,3.346841592773007e+86,1.4519028056825212e+86,-2.8107133176128704e+85,-1.647304748814558e+86,-2.5306780260706233e+86
77,-6.768596996589505e+87,-9.131283063211231e+87,-9.805247434804053e+87,-9.019067740865518e+87,-7.156395724646587e+87,-4.674425465715542e+87,-2.0278257158296805e+87,3.9256324341388676e+86,2.3007372934091797e+87,3.534516194639623e+87
78,9.453480629716611e+88,1.2753367884957846e+89,1.3694672136811107e+89,1.2596640371606095e+89,9.995106577569204e+88,6.528618946799508e+88,2.8321986276738534e+88,-5.482803924434928e+87,-3.213365406201029e+88,-4.9365445155551426e+88
79,-1.3203370811035358e+90,-1.7812216671320978e+90,-1.9126905892152083e+90,-1.7593320419651956e+90,-1.3959842264301466e+90,-9.118311044885938e+89,-3.955640272235853e+89,7.657655009156578e+88,4.488003590550035e+89,6.894712150683907e+89
80,1.8440721211793563e+91,2.487774724355669e+91,2.6713931180860936e+91,2.4572021924688384e+91,1.9497260437571438e+91,1.2735250286283061e+91,5.524714901852472e+90,-1.0695199217040752e+90,-6.268249539865386e+90,-9.62962158876795e+90
81,-2.575555921877761e+92,-3.4745945399978565e+92,-3.731048415042423e+92,-3.431894872971008e+92,-2.7231193402710475e+92,-1.7786912406905963e+92,-7.716190716584764e+91,1.4937639023263273e+91,8.754661510674514e+91,1.3449381194762963e+92
82,3.5971957010429313e+93,4.852853877478627e+93,5.211034714862079e+93,4.793216632812218e+93,3.80329275751388e+93,2.484240559540932e+93,1.0776954147391825e+93,-2.0862917563495564e+92,-1.2227352736856527e+93,-1.8784315962450196e+93
83,-5.024086956018351e+94,-6.777824141798747e+94,-7.278083739149048e+94,-6.69453072995174e+94,-5.311936052688163e+94,-3.469658486243379e+94,-1.5051823491790864e+94,2.9138562565480815e+93,1.7077548317442357e+94,2.6235446900284432e+94
84,7.016979847472668e+95,9.46636788516242e+95,1.0165064293851526e+96,9.350034669301631e+95,7.419009376047083e+95,4.8459598507579544e+95,2.1022395319627467e+95,-4.069688842895925e+94,-2.385165970191105e+95,-3.6642200622791684e+95
85,-9.80038892855061e+96,-1.322137002413476e+97,-1.4197216712735578e+97,-1.30588911820222e+97,-1.0361890575475066e+97,-6.768195477528037e+96,-2.936129999237651e+96,5.684002853863994e+95,3.3312842098915773e+96,5.117697714788589e+96
86,1.3687886418179032e+98,1.846586013090378e+98,1.9828793656553095e+98,1.8238931184266233e+98,1.4472117617854328e+98,9.452919841022733e+97,4.100797859306468e+97,-7.938663050164461e+96,-4.652696971937149e+97,-7.1477229682728e+97
87,-1.911742849828705e+99,-2.5790669934481134e+99,-2.769423513282426e+99,-2.5473725610208197e+99,-2.0212738864539618e+99,-1.3202587575594022e+99,-5.727451811486613e+98,1.1087674064266766e+98,6.498271461915899e+98,9.982993619090003e+98
88,2.6700694411207607e+100,3.6020995012096035e+100,3.86796429917301e+100,3.557832911963371e+100,2.8230478993760483e+100,1.8439627292170932e+100,7.999346804781861e+99,-1.5485795955645279e+99,-9.07592569373242e+99,-1.394292448674536e+100
89,-3.7291996782128576e+101,-5.030935935195405e+101,-5.402260704410807e+101,-4.969110220916104e+101,-3.9428597458175675e+101,-2.5754031376601584e+101,-1.1172429102736887e+101,2.1628510631699163e+100,1.2676052036437992e+101,1.947363192452779e+101
90,5.208452643892827e+102,7.026545595295498e+102,7.545162897356861e+102,6.940195618682577e+102,5.506864753738166e+102,3.596982312264979e+102,1.560417057816046e+102,-3.020784165602327e+101,-1.7704232124934095e+102,-2.719819222233543e+102
91,-7.274477444091899e+103,-9.813749099321206e+103,-1.0538085120766044e+104,-9.69314687825559e+103,-7.691259991718434e+103,-5.023788922809985e+103,-2.179384064050006e+103,4.219031597015518e+102,2.4726928718226893e+103,3.7986835893275145e+103
92,1.016002749811901e+105,1.3706546136825786e+105,1.471820284376006e+105,1.3538104913139533e+105,1.0742134209861007e+105,7.016563594124501e+104,3.0438752735007584e+104,-5.892585051030192e+103,-3.4535302040870917e+104,-5.30549857647394e+104
93,-1.4190181982950752e+106,-1.914348992414412e+106,-2.055643814483818e+106,-1.890823351189707e+106,-1.500319161059647e+106,-9.799807560954639e+105,-4.2512822009956655e+105,8.229983062507654e+104,4.823434000418342e+105,7.410018361110639e+105
94,1.981896847686084e+107,2.6737093562264583e+107,2.871051266844783e+107,2.640851853596079e+107,2.0954472743194727e+107,1.3687074440850496e+107,5.9376284271057696e+106,-1.1494551308567719e+106,-6.736734350508444e+106,-1.0349333115548541e+107
95,-2.768051262194774e+108,-3.7342834299804474e+108,-4.0099044974485886e+108,-3.688392418177902e+108,-2.926643472547335e+108,-1.9116294435799504e+108,-8.292893689842024e+107,1.605406825041924e+107,9.408979101897927e+107,1.445457901949585e+108
96,3.866047720437012e+109,5.215552955653954e+109,5.600503991114454e+109,5.1514584628998336e+109,4.087548334131008e+109,2.6699110502789917e+109,1.1582416548174552e+109,-2.242219817636693e+108,-1.314121696564608e+109,-2.018824327114883e+109
97,-5.399583880843792e+110,-7.28439422001054e+110,-7.822042887666324e+110,-7.194875513840277e+110,-5.7089466279657845e+110,-3.728978458844155e+110,-1.6176786790327637e+110,3.13163593936471e+109,1.8353912945066442e+110,2.8196266790293568e+110
98,7.541424264409343e+111,1.0173877938484032e+112,1.092479445306424e+112,1.0048850055275105e+112,7.97350121313998e+111,5.208143673951495e+111,2.2593595194170603e+111,-4.3738546861375493e+110,-2.5634316918723525e+111,-3.93808143795055e+111
99,-1.0532863492979842e+113,-1.4209526445292018e+113,-1.5258307267771975e+113,-1.4034904042350073e+113,-1.1136331400351248e+113,-7.274045915762317e+112,-3.1555744067991768e+112,6.108821454938422e+111,3.5802621809110696e+112,5.500191045599479e+112
